Title,Director,Cast,genres,original_language,overview,popularity,release_date,runtime,title,vote_average,emotion_mood,genre_mood,final_mood
The Art of Racing in the Rain,Simon Curtis ,"Milo Ventimiglia, Amanda Seyfried, Kathy Baker, Martin Donovan, Gary Cole, Kevin Costner","Drama,Romance,Comedy",en,"A family dog – with a near-human soul and a philosopher's mind – evaluates his life through the lessons learned by his human owner, a race-car driver.",41.896,2019.0,1 hrs 49 min,The Art of Racing in the Rain,8.22,Happy,Emotional,Emotional
Scary Stories to Tell in the Dark,André Øvredal ,"Zoe Colletti, Michael Garza, Gabriel Rush, Austin Zajur, Natalie Ganzhorn, Austin Abrams, Dean Norris, Gil Bellows, Lorraine Toussaint","Horror,Thriller",en,"Mill Valley, Pennsylvania, Halloween night, 1968. After playing a joke on a school bully, Stella and her friends decide to sneak into a supposedly haunted house that once belonged to the powerful Bellows family, unleashing dark forces that they will be unable to control.",27.874,2019.0,1 hrs 48 min,Scary Stories to Tell in the Dark,6.509,Thrilling,Horror,Horror
The Peanut Butter Falcon,"Tyler Nilson, Michael Schwartz ","Shia LaBeouf, Dakota Johnson, John Hawkes, Bruce Dern, Jon Bernthal, Thomas Haden Church","Adventure,Comedy,Drama",en,A down-on-his-luck crab fisherman embarks on a journey to get a young man with Down syndrome to a professional wrestling school in rural North Carolina and away from the retirement home where he’s lived for the past two and a half years.,15.139,2019.0,1 hrs 37 min,The Peanut Butter Falcon,7.411,Thrilling,Adventurous,Adventurous
After the Wedding,Bart Freundlich ,"Michelle Williams, Julianne Moore, Billy Crudup, Abby Quinn",Drama,en,"Seeking funds for her orphanage in India, Isabelle travels to New York to meet Theresa, a wealthy benefactor. An invitation to attend a wedding ignites a series of events in which the past collides with the present while mysteries unravel.",13.993,2019.0,1 hrs 50 min,After the Wedding,6.4,Happy,Emotional,Emotional
Light of My Life,Casey Affleck ,"Casey Affleck, Anna Pniowsky, Tom Bower, Elisabeth Moss","Science Fiction,Drama",en,"Parent and child journey through the outskirts of society a decade after a pandemic has wiped out half the world's population. As a father struggles to protect his child, their bond—and the character of humanity—is tested.",12.086,2019.0,1 hrs 59 min,Light of My Life,6.5,Thrilling,Emotional,Emotional
The Angry Birds Movie 2,Thurop Van Orman ,"Jason Sudeikis, Josh Gad, Leslie Jones, Bill Hader, Rachel Bloom, Awkwafina, Sterling K. Brown, Eugenio Derbez, Danny McBride, Peter Dinklage","Animation,Comedy,Adventure,Family",en,"Red, Chuck, Bomb and the rest of their feathered friends are surprised when a green pig suggests that they put aside their differences and unite to fight a common threat. Aggressive birds from an island covered in ice are planning to use an elaborate weapon to destroy the fowl and swine.",47.501,2019.0,1 hrs 37 min,The Angry Birds Movie 2,7.135,Intense,Happy,Intense
Good Boys,Gene Stupnitsky ,"Jacob Tremblay, Brady Noon, Keith L. Williams, Molly Gordon, Midori Francis, Will Forte, Lil Rel Howery, Retta",Comedy,en,A group of young boys on the cusp of becoming teenagers embark on an epic quest to fix their broken drone before their parents get home.,23.994,2019.0,1 hrs 29 min,Good Boys,6.849,Sad,Happy,Sad
Blinded by the Light,Gurinder Chadha ,"Viveik Kalra, Kulvinder Ghir, Meera Ganatra, Nell Williams, Aaron Phagura, Dean-Charles Chapman","Drama,Comedy",en,"In 1987, during the austere days of Thatcher’s Britain, a teenager learns to live life, understand his family, and find his own voice through the music of Bruce Springsteen.",13.58,2019.0,1 hrs 54 min,Blinded by the Light,7.0,Happy,Emotional,Emotional
"Where'd You Go, Bernadette",Richard Linklater ,"Cate Blanchett, Billy Crudup, Emma Nelson, Kristen Wiig, James Urbaniak, Judy Greer, Troian Bellisario, Zoë Chao, Laurence Fishburne","Comedy,Drama",en,"When architect-turned-recluse Bernadette Fox goes missing prior to a family trip to Antarctica, her 15-year-old daughter Bee goes on a quest with Bernadette's husband to find her.",9.984,2019.0,1 hrs 49 min,"Where'd You Go, Bernadette",6.646,Thrilling,Happy,Thrilling
47 Meters Down: Uncaged,Johannes Roberts ,"John Corbett, Nia Long, Sophie Nelisse, Corinne Foxx, Sistine Stallone, Brianne Tju, Davi Santos, Khylin Rhambo, Brec Bassinger","Horror,Drama,Adventure",en,"Four teenage girls go on a diving adventure to explore a submerged Mayan city. Once inside, their rush of excitement turns into a jolt of terror as they discover the sunken ruins are a hunting ground for deadly great white sharks. With their air supply steadily dwindling, the friends must navigate the underwater labyrinth of claustrophobic caves and eerie tunnels in search of a way out of their watery hell.",39.601,2019.0,1 hrs 30 min,47 Meters Down: Uncaged,5.704,Thrilling,Horror,Horror
Gwen,William McGregor ,"Maxine Peake, Eleanor Worthington Cox, Richard Harrington, Mark Lewis Jones, Kobna Holdbrook-Smith","Drama,Mystery,Horror,History",en,A mysterious — and suspicious — run of ill fortune plagues a teenage girl and her mother and sister on their hillside farm in this folk story set in the dark hills of Wales during the industrial revolution.,4.108,2018.0,1 hrs 24 min,Gwen,5.5,Thrilling,Emotional,Emotional
Ready or Not,"Matt Bettinelli-Olpin, Tyler Gillett ","Samara Weaving, Adam Brody, Mark O'Brien, Henry Czerny, Andie MacDowell","Comedy,Horror,Thriller",en,A bride's wedding night takes a sinister turn when her eccentric new in-laws force her to take part in a terrifying game.,36.939,2019.0,1 hrs 35 min,Ready or Not,7.1,Thrilling,Happy,Thrilling
Angel Has Fallen,Ric Roman Waugh ,"Gerard Butler, Morgan Freeman, Jada Pinkett Smith, Nick Nolte, Lance Reddick, Danny Huston, Tim Blake Nelson","Action,Thriller",en,"After a treacherous attack, Secret Service agent Mike Banning is charged with attempting to assassinate President Trumbull. Chased by his own colleagues and the FBI, Banning begins a race against the clock to clear his name.",55.825,2019.0,2 hrs 2 min,Angel Has Fallen,6.562,Thrilling,Intense,Intense
Brittany Runs a Marathon,Paul Downs Colaizzo ,"Jillian Bell, Michaela Watkins, Utkarsh Ambudkar, Lil Rel Howery, Micah Stock","Comedy,Drama",en,A young woman decides to make positive changes in her life by training for the New York City Marathon.,8.428,2019.0,1 hrs 43 min,Brittany Runs a Marathon,6.6,Happy,Happy,Happy
Overcomer,Alex Kendrick ,"Alex Kendrick, Priscilla Shirer, Ben Davies, Shari Rigby, Jack Sterner",Drama,en,"After reluctantly agreeing to coach cross-country, high school basketball Coach John Harrison helps the least likely runner attempt the impossible in the biggest race of the year.",45.394,2019.0,1 hrs 59 min,Overcomer,7.7,Happy,Emotional,Emotional
Burn,Mike Gan ,"Tilda Cobham-Hervey, Suki Waterhouse, Harry Shum Jr., Shiloh Fernandez, Josh Hutcherson","Thriller,Crime,Action",en,"Lonely, unstable gas station attendant Melinda is tired of being overshadowed by her more confident, outgoing co-worker Sheila. When the gas station is held up at gunpoint by Billy, a desperate man in need of quick cash, Melinda finds an opportunity to make a connection with the robber, regardless of who gets hurt.",25.9,2019.0,1 hrs 29 min,Burn,6.0,Thrilling,Thrilling,Thrilling
Official Secrets,Gavin Hood ,"Keira Knightley, Matt Smith, Matthew Goode, Adam Bakri, Rhys Ifans, Ralph Fiennes","Thriller,History,Drama",en,The true story of British intelligence whistleblower Katharine Gun who—prior to the 2003 Iraq invasion—leaked a top-secret NSA memo exposing a joint US-UK illegal spying operation against members of the UN Security Council. The memo proposed blackmailing member states into voting for war.,16.372,2019.0,1 hrs 52 min,Official Secrets,7.24,Intense,Thrilling,Intense
Don't Let Go,Jacob Aaron Estes ,"David Oyelowo, Storm Reid, Byron Mann, Mykelti Williamson","Science Fiction,Thriller,Mystery,Crime",en,"A detective suffering from a personal loss receives a call from his recently deceased niece. Being able to communicate across time, the two work together to try and stop the crime before it occurs.",13.513,2019.0,1 hrs 47 min,Don't Let Go,6.9,Sad,Thrilling,Sad
Itsy Bitsy,Micah Gallo ,"Bruce Davison, Denise Crosby, Elizabeth Roberts, Arman Darbo, Treva Etienne, Eileen Dietz, Grace Shen","Horror,Thriller",en,A family moves into a secluded mansion where they soon find themselves being targeted by an entity taking the form of a giant spider.,7.592,2019.0,1 hrs 34 min,Itsy Bitsy,4.7,Thrilling,Horror,Horror
The Fanatic,Fred Durst ,"John Travolta, Devon Sawa, Ana Golja, Jacob Grodnik, James Paxton, Jeff Chase, Luis Da Silva","Crime,Thriller",en,A rabid film fan stalks his favorite action hero and destroys the star's life.,13.25,2019.0,1 hrs 29 min,The Fanatic,4.5,Intense,Thrilling,Intense
It Chapter Two,Andy Muschietti ,"James McAvoy, Jessica Chastain, Bill Hader, Isaiah Mustafa, Jay Ryan, James Ransone, Andy Bean, Jaeden Martell, Sophia Lillis, Finn Wolfhard, Chosen Jacobs, Jeremy Ray Taylor, Jack Dylan Grazer, Wyatt Oleff, Bill Skarsgård","Horror,Fantasy",en,"27 years after overcoming the malevolent supernatural entity Pennywise, the former members of the Losers' Club, who have grown up and moved away from Derry, are brought back together by a devastating phone call.",149.182,2019.0,2 hrs 49 min,It Chapter Two,6.861,Sad,Horror,Sad
Satanic Panic,Chelsea Stardust ,"Hayley Griffith, Ruby Modine, Arden Myrin, A. J. Bowen, Jordan Ladd, Rebecca Romijn, Jerry O'Connell, Hannah Stocking","Horror,Comedy",en,A pizza delivery girl is suddenly in for the fight of her young life when encountering a group of Satanists in need of a virgin to ritually sacrifice.,14.6,2019.0,1 hrs 29 min,Satanic Panic,5.3,Thrilling,Horror,Horror
Strange but True,Rowan Athale ,"Amy Ryan, Nick Robinson, Margaret Qualley, Connor Jessup, Blythe Danner, Brian Cox, Greg Kinnear",Thriller,en,A woman surprises the family of her deceased boyfriend by telling them she's pregnant with his child.,9.901,2019.0,1 hrs 36 min,Strange but True,5.8,Thrilling,Thrilling,Thrilling
The Obituary of Tunde Johnson,Ali LeRoi ,"Steven Silver, Nicola Peltz","Drama,Thriller",en,"A wealthy, Nigerian-American teenager is pulled over by police, shot to death, and immediately awakens, trapped in a terrifying time loop that forces him to confront difficult truths about his life and himself.",4.529,2019.0,1 hrs 44 min,The Obituary of Tunde Johnson,5.7,Thrilling,Emotional,Emotional
The Goldfinch,John Crowley ,"Ansel Elgort, Oakes Fegley, Aneurin Barnard, Finn Wolfhard, Sarah Paulson, Luke Wilson, Jeffrey Wright, Nicole Kidman",Drama,en,"A boy in New York is taken in by a wealthy family after his mother is killed in a bombing at the Metropolitan Museum of Art. In a rush of panic, he steals 'The Goldfinch', a painting that eventually draws him into a world of crime.",17.667,2019.0,2 hrs 29 min,The Goldfinch,7.2,Thrilling,Emotional,Emotional
Hustlers,Lorene Scafaria ,"Constance Wu, Jennifer Lopez, Julia Stiles, Keke Palmer, Lili Reinhart, Lizzo, Cardi B","Drama,Comedy,Crime",en,A crew of savvy former strip club employees band together to turn the tables on their Wall Street clients.,25.226,2019.0,1 hrs 50 min,Hustlers,6.488,Happy,Emotional,Emotional
The Sound of Silence,Michael Tyburski ,"Rashida Jones, Peter Sarsgaard, Tony Revolori, Austin Pendleton",Drama,en,"A successful ""house tuner"" in New York City, who calibrates the sound in people's homes in order to adjust their moods, meets a client with a problem he can't solve.",7.22,2019.0,1 hrs 27 min,The Sound of Silence,5.8,Happy,Emotional,Emotional
Tall Girl,Nzingha Stewart ,"Ava Michelle, Griffin Gluck, Luke Eisner, Sabrina Carpenter, Paris Berelc","Comedy,Drama,Romance",en,"Jodi, the tallest girl in her high school, has always felt uncomfortable in her own skin. But after years of slouching, being made fun of, and avoiding attention at all costs, Jodi finally decides to find the confidence to stand tall.",18.948,2019.0,1 hrs 41 min,Tall Girl,6.377,Thrilling,Happy,Thrilling
Ad Astra,James Gray ,"Brad Pitt, Tommy Lee Jones, Ruth Negga, Liv Tyler, Donald Sutherland, John Ortiz, Lisa Gay Hamilton, Freda Foh Shen, Natasha Lyonne","Science Fiction,Drama",en,"The near future, a time when both hope and hardships drive humanity to look to the stars and beyond. While a mysterious phenomenon menaces to destroy life on planet Earth, astronaut Roy McBride undertakes a mission across the immensity of space and its many perils to uncover the truth about a lost expedition that decades before boldly faced emptiness and silence in search of the unknown.",14.762,2019.0,2 hrs 3 min,Ad Astra,6.097,Thrilling,Emotional,Emotional
Downton Abbey,Michael Engler ,"Hugh Bonneville, Jim Carter, Michelle Dockery, Elizabeth McGovern, Maggie Smith, Imelda Staunton, Penelope Wilton","Drama,Romance,History",en,"The beloved Crawleys and their intrepid staff prepare for the most important moment of their lives. A royal visit from the King and Queen of England will unleash scandal, romance and intrigue that will leave the future of Downton hanging in the balance.",17.018,2019.0,2 hrs 2 min,Downton Abbey,7.1,Happy,Emotional,Emotional
Rambo: Last Blood,Adrian Grunberg ,"Sylvester Stallone, Adriana Barraza, Paz Vega, Yvette Monreal, Sergio Peris-Mencheta, Oscar Jaenada, Joaquín Cosío","Action,Thriller,Drama",en,"After fighting his demons for decades, John Rambo now lives in peace on his family ranch in Arizona, but his rest is interrupted when Gabriela, the granddaughter of his housekeeper María, disappears after crossing the border into Mexico to meet her biological father. Rambo, who has become a true father figure for Gabriela over the years, undertakes a desperate and dangerous journey to find her.",48.872,2019.0,1 hrs 29 min,Rambo: Last Blood,6.512,Thrilling,Intense,Intense
Bloodline,Henry Jacobson ,"Seann William Scott, Mariela Garriga, Dale Dickey, Kevin Carroll","Thriller,Crime,Horror",en,"Evan values family above all else, and anyone who gets between him, his wife, and newborn son learns that the hard way. But when it comes to violent tendencies, it seems the apple doesn’t fall far from the tree.",7.37,2019.0,1 hrs 35 min,Bloodline,6.0,Intense,Thrilling,Intense
Running with the Devil,Jason Cabell ,"Nicolas Cage, Laurence Fishburne",Action,en,A leader of a drug cartel sends his two toughest henchmen to investigate why a shipment was botched.,16.02,2019.0,1 hrs 40 min,Running with the Devil,5.4,Intense,Intense,Intense
Fractured,Brad Anderson ,"Sam Worthington, Lily Rabe, Stephen Tobolowsky",Thriller,en,"Driving cross-country, Ray and his wife and daughter stop at a highway rest area where his daughter falls and breaks her arm. After a frantic rush to the hospital and a clash with the check-in nurse, Ray is finally able to get her to a doctor. While the wife and daughter go downstairs for an MRI, Ray, exhausted, passes out in a chair in the lobby. Upon waking up, they have no record or knowledge of Ray's family ever being checked in.",36.031,2019.0,1 hrs 39 min,Fractured,6.713,Sad,Thrilling,Sad
Abominable,Jill Culton ,"Chloe Bennet, Albert Tsai, Tenzing Norgay Trainor, Eddie Izzard, Sarah Paulson","Family,Animation,Adventure,Comedy",en,"A group of misfits encounter a young Yeti named Everest, and they set off to reunite the magical creature with his family on the mountain of his namesake.",28.428,2019.0,1 hrs 37 min,Abominable,7.5,Happy,Adventurous,Adventurous
The Laundromat,Steven Soderbergh ,"Meryl Streep, Gary Oldman, Antonio Banderas, Jeffrey Wright, Robert Patrick, David Schwimmer, Sharon Stone","Drama,Crime,Comedy",en,"When her idyllic vacation takes an unthinkable turn, Ellen Martin begins investigating a fake insurance policy, only to find herself down a rabbit hole of questionable dealings that can be linked to a Panama City law firm and its vested interest in helping the world's wealthiest citizens amass larger fortunes.",12.877,2019.0,1 hrs 36 min,The Laundromat,6.0,Thrilling,Emotional,Emotional
Judy,Rupert Goold ,"Renée Zellweger, Jessie Buckley, Finn Wittrock, Rufus Sewell, Michael Gambon","Drama,History,Music",en,"Thirty years after starring in ""The Wizard of Oz,"" beloved actress and singer Judy Garland arrives in London to perform sold-out shows at the Talk of the Town nightclub. While there, she reminisces with friends and fans and begins a whirlwind romance with musician Mickey Deans, her soon-to-be fifth husband.",12.796,2019.0,1 hrs 58 min,Judy,6.7,Happy,Emotional,Emotional
10 Minutes Gone,Brian A. Miller ,"Bruce Willis, Michael Chiklis","Crime,Action,Thriller,Mystery",en,"Crime boss Rex hires Frank and his crew to steal a priceless jewel stash — but the job goes wrong when someone tips off the cops. After Frank suffers a blow to the head, he wakes up to find the jewels gone and no memory of his attacker. Now, Frank must confront his team members one by one to find the traitor — before Rex covers his tracks by having Frank murdered.",10.749,2019.0,1 hrs 36 min,10 Minutes Gone,5.5,Sad,Intense,Sad
Lucy in the Sky,Noah Hawley ,"Natalie Portman, Jon Hamm, Zazie Beetz, Dan Stevens, Colman Domingo, Ellen Burstyn","Drama,Science Fiction,Thriller",en,Astronaut Lucy Cola returns to Earth after a transcendent experience during a mission to space – and begins to lose touch with reality in a world that now seems too small.,13.179,2019.0,2 hrs 5 min,Lucy in the Sky,5.0,Thrilling,Emotional,Emotional
Dolemite Is My Name,Craig Brewer ,"Eddie Murphy, Keegan-Michael Key, Mike Epps, Craig Robinson, Tituss Burgess, Da'Vine Joy Randolph, Wesley Snipes","Drama,Comedy,History",en,"The story of Rudy Ray Moore, who created the iconic big screen pimp character Dolemite in the 1970s.",10.735,2019.0,1 hrs 58 min,Dolemite Is My Name,7.014,Happy,Emotional,Emotional
In the Tall Grass,Vincenzo Natali ,"Patrick Wilson, Harrison Gilbertson, Rachel Wilson","Horror,Drama,Thriller",en,"After hearing a child screaming for help from the green depths of a vast field of tall grass, Becky, a pregnant woman, and Cal, her brother, park their car near a mysterious abandoned church and recklessly enter the field, discovering that they are not alone and because of some reason they are unable of escaping a completely inextricable vegetable labyrinth.",23.589,2019.0,1 hrs 42 min,In the Tall Grass,5.533,Thrilling,Horror,Horror
Low Tide,Kevin McMullin ,"Keean Johnson, Jaeden Martell, Alex Neustaedter, Kristine Froseth, Shea Whigham",Thriller,en,"In the long days of summer in a beach town on the New Jersey shore, high schooler Alan and his friends Red and Smitty break into vacation homes to steal valuables, funding dates at the boardwalk and lunches at the burger stand. When Alan and his younger brother Peter find a bag of gold coins, they try to hide them from the others — but Red, suspicious and violently unpredictable, seems willing to do anything to get the money.",7.718,2019.0,1 hrs 26 min,Low Tide,6.3,Thrilling,Thrilling,Thrilling
Wrinkles the Clown,Michael Beach Nichols ,"Michael Beach Nichols, Christopher K. Walker (screenplay)",Documentary,en,"In Florida, parents can hire Wrinkles the Clown to scare their misbehaving children.",3.204,2019.0,1 hrs 15 min,Wrinkles the Clown,5.8,Thrilling,Neutral,Thrilling
Gemini Man,Ang Lee ,"Will Smith, Mary Elizabeth Winstead, Clive Owen, Benedict Wong","Science Fiction,Action,Adventure,Thriller",en,"Henry Brogan is an elite 51-year-old assassin who's ready to call it quits after completing his 72nd job. His plans get turned upside down when he becomes the target of a mysterious operative who can seemingly predict his every move. To his horror, Brogan soon learns that the man who's trying to kill him is a younger, faster, cloned version of himself.",32.501,2019.0,1 hrs 57 min,Gemini Man,6.3,Thrilling,Intense,Intense
The Addams Family,"Conrad Vernon, Greg Tiernan ","Oscar Isaac, Charlize Theron, Chloë Grace Moretz, Finn Wolfhard, Nick Kroll, Snoop Dogg, Bette Midler, Allison Janney","Family,Animation,Comedy,Fantasy",en,"The Addams family's lives begin to unravel when they face-off against a treacherous, greedy crafty reality-TV host while also preparing for their extended family to arrive for a major celebration.",51.439,2019.0,1 hrs 26 min,The Addams Family,6.617,Intense,Happy,Intense
The King,David Michôd ,"Timothée Chalamet, Joel Edgerton, Sean Harris, Lily-Rose Depp, Robert Pattinson, Ben Mendelsohn","Drama,History,War",en,"England, 15th century. Hal, a capricious prince who lives among the populace far from court, is forced by circumstances to reluctantly accept the throne and become Henry V.",28.95,2019.0,2 hrs 20 min,The King,7.169,Intense,Emotional,Intense
Jexi,"Jon Lucas, Scott Moore ","Adam Devine, Rose Byrne, Alexandra Shipp, Ron Funches, Charlyne Yi, Wanda Sykes, Justin Hartley, Kid Cudi, Michael Peña",Comedy,en,"Phil's new phone comes with an unexpected feature, Jexi...an A.I. determined to keep him all to herself in a comedy about what can happen when you love your phone more than all else.",15.942,2019.0,1 hrs 24 min,Jexi,6.9,Happy,Happy,Happy
Polaroid,Lars Klevberg ,"Kathryn Prescott, Grace Zabriskie, Samantha Logan, Tyler Young, Javier Botet, Katie Stevens, Madelaine Petsch","Horror,Thriller,Mystery",en,"High school loner Bird Fitcher has no idea what dark secrets are tied to the mysterious Polaroid vintage camera she stumbles upon, but it doesn't take long to discover that those who have their picture taken meet a tragic end. Bird and her friends must survive one more night as they race to solve the mystery of the haunted Polaroid before it kills them all.",18.027,2019.0,1 hrs 28 min,Polaroid,6.0,Sad,Horror,Sad
El Camino: A Breaking Bad Movie,Vince Gilligan ,"Aaron Paul, Jesse Plemons, Scott MacArthur, Scott Shepherd, Charles Baker, Matt Jones, Robert Forster","Crime,Drama,Thriller,Action",en,"In the wake of his dramatic escape from captivity, Jesse Pinkman must come to terms with his past in order to forge some kind of future.",29.698,2019.0,2 hrs 3 min,El Camino: A Breaking Bad Movie,6.943,Happy,Emotional,Emotional
Maleficent: Mistress of Evil,Joachim Rønning ,"Angelina Jolie, Elle Fanning, Michelle Pfeiffer, Chiwetel Ejiofor, Sam Riley, Harris Dickinson, Ed Skrein, Imelda Staunton, Juno Temple, Lesley Manville","Family,Fantasy,Adventure,Action",en,"Maleficent and her goddaughter Aurora begin to question the complex family ties that bind them as they are pulled in different directions by impending nuptials, unexpected allies, and dark new forces at play.",60.777,2019.0,1 hrs 59 min,Maleficent: Mistress of Evil,7.335,Thrilling,Whimsical,Whimsical
Zombieland: Double Tap,Ruben Fleischer ,"Woody Harrelson, Jesse Eisenberg, Emma Stone, Abigail Breslin, Rosario Dawson, Zoey Deutch, Luke Wilson","Comedy,Horror",en,"Columbus, Tallahassee, Wichita, and Little Rock move to the American heartland as they face off against evolved zombies, fellow survivors, and the growing pains of the snarky makeshift family.",38.635,2019.0,1 hrs 39 min,Zombieland: Double Tap,6.971,Intense,Happy,Intense
Jojo Rabbit,Taika Waititi ,"Roman Griffin Davis, Thomasin McKenzie, Scarlett Johansson, Taika Waititi, Rebel Wilson, Stephen Merchant, Alfie Allen, Sam Rockwell","Comedy,War,Drama",en,"A World War II satire that follows a lonely German boy whose world view is turned upside down when he discovers his single mother is hiding a young Jewish girl in their attic. Aided only by his idiotic imaginary friend, Adolf Hitler, Jojo must confront his blind nationalism.",31.665,2019.0,1 hrs 48 min,Jojo Rabbit,8.049,Sad,Happy,Sad
The Lighthouse,Robert Eggers ,"Willem Dafoe, Robert Pattinson","Drama,Fantasy,Thriller,Horror",en,Two lighthouse keepers try to maintain their sanity while living on a remote and mysterious New England island in the 1890s.,26.762,2019.0,1 hrs 49 min,The Lighthouse,7.51,Thrilling,Emotional,Emotional
Wounds,Babak Anvari ,"Armie Hammer, Dakota Johnson, Zazie Beetz","Horror,Mystery,Thriller",en,Disturbing and mysterious things begin to happen to a bartender in New Orleans after he picks up a phone left behind at his bar.,10.689,2019.0,1 hrs 34 min,Wounds,4.0,Thrilling,Horror,Horror
Black and Blue,Deon Taylor ,"Naomie Harris, Tyrese Gibson, Frank Grillo, Mike Colter, Reid Scott, Beau Knapp","Action,Crime,Drama,Thriller",en,"A rookie cop inadvertently captures the murder of a young drug dealer on her body cam. After realizing that the murder was committed by corrupt cops, she teams up with the one person from her community who is willing to help her as she tries to escape both the criminals out for revenge and the police who are desperate to destroy the incriminating footage.",24.895,2019.0,1 hrs 49 min,Black and Blue,6.8,Intense,Intense,Intense
The Current War,Alfonso Gomez-Rejon ,"Benedict Cumberbatch, Michael Shannon, Katherine Waterston, Tom Holland, Tuppence Middleton, Matthew Macfadyen, Nicholas Hoult","Drama,History",en,Electricity titans Thomas Edison and George Westinghouse compete to create a sustainable system and market it to the American people.,16.315,2018.0,1 hrs 48 min,The Current War,6.7,Happy,Emotional,Emotional
Countdown,Justin Dec ,"Elizabeth Lail, Peter Facinelli, Anne Winters, Talitha Bateman, Tichina Arnold, P. J. Byrne","Horror,Thriller",en,"A young nurse downloads an app that tells her she only has three days to live. With time ticking away and a mysterious figure haunting her, she must find a way to save her life before time runs out.",24.159,2019.0,1 hrs 30 min,Countdown,6.312,Thrilling,Horror,Horror
The Kill Team,Dan Krauss ,"Nat Wolff, Alexander Skarsgård","War,Action,Drama",en,"When Andrew Briggman—a young soldier in the US invasion of Afghanistan—witnesses other recruits killing innocent civilians under the direction of a sadistic Sergeant, he considers reporting them to higher-ups. However, the heavily-armed and increasingly-violent platoon becomes suspicious that someone in their ranks has turned on them, and Andrew begins to fear that he'll be the next target.",21.588,2019.0,1 hrs 27 min,The Kill Team,6.5,Thrilling,Intense,Intense
The Gallows Act II,"Chris Lofing, Travis Cluff ","Chris Milligan, Ema Horvath, Brittany Falardeau","Horror,Thriller",en,"When Auna Rue transfers to a prestigious new acting school, she encounters a malevolent spirit after participating in a viral challenge.",7.792,2019.0,1 hrs 39 min,The Gallows Act II,5.0,Thrilling,Horror,Horror
Terminator: Dark Fate,Tim Miller ,"Linda Hamilton, Arnold Schwarzenegger, Mackenzie Davis, Natalia Reyes, Gabriel Luna, Diego Boneta","Science Fiction,Action",en,"Decades after Sarah Connor prevented Judgment Day, a lethal new Terminator is sent to eliminate the future leader of the resistance. In a fight to save mankind, battle-hardened Sarah Connor teams up with an unexpected ally and an enhanced super soldier to stop the deadliest Terminator yet.",59.604,2019.0,2 hrs 8 min,Terminator: Dark Fate,6.459,Happy,Intense,Intense
Motherless Brooklyn,Edward Norton ,"Edward Norton, Bruce Willis, Gugu Mbatha-Raw, Bobby Cannavale, Cherry Jones, Alec Baldwin, Willem Dafoe","Drama,Thriller",en,"New York City, 1957. Lionel Essrog, a private detective living with Tourette syndrome, tries to solve the murder of his mentor and best friend, armed only with vague clues and the strength of his obsessive mind.",14.518,2019.0,2 hrs 25 min,Motherless Brooklyn,6.7,Thrilling,Emotional,Emotional
The Irishman,Martin Scorsese ,"Robert De Niro, Al Pacino, Joe Pesci, Ray Romano, Bobby Canavale, Anna Paquin, Stephen Graham, Stephanie Kurtzuba, Jesse Plemons, Harvey Keitel","Crime,Drama,History",en,"Pennsylvania, 1956. Frank Sheeran, a war veteran of Irish origin who works as a truck driver, accidentally meets mobster Russell Bufalino. Once Frank becomes his trusted man, Bufalino sends him to Chicago with the task of helping Jimmy Hoffa, a powerful union leader related to organized crime, with whom Frank will maintain a close friendship for nearly twenty years.",30.244,2019.0,3 hrs 29 min,The Irishman,7.623,Thrilling,Emotional,Emotional
Harriet,Kasi Lemmons ,"Cynthia Erivo, Leslie Odom Jr., Joe Alwyn, Janelle Monáe","Drama,History",en,"The extraordinary tale of Harriet Tubman's escape from slavery and transformation into one of America's greatest heroes. Her courage, ingenuity and tenacity freed hundreds of slaves and changed the course of history.",14.812,2019.0,2 hrs 5 min,Harriet,7.4,Happy,Emotional,Emotional
Arctic Dogs,Aaron Woodley ,"Jeremy Renner, James Franco, Heidi Klum, Alec Baldwin, Omar Sy, Anjelica Huston, John Cleese","Animation,Adventure,Comedy",en,Animals band together to save the day when the evil Otto Von Walrus hatches a sinister scheme to accelerate global warming and melt the Arctic Circle.,10.929,2019.0,1 hrs 33 min,Arctic Dogs,6.3,Intense,Adventurous,Adventurous
Marriage Story,Noah Baumbach ,"Scarlett Johansson, Adam Driver, Laura Dern, Alan Alda, Ray Liotta, Julie Hagerty, Merritt Wever",Drama,en,"A stage director and an actress struggle through a grueling, coast-to-coast divorce that pushes them to their personal extremes.",24.04,2019.0,2 hrs 17 min,Marriage Story,7.753,Intense,Emotional,Intense
Doctor Sleep,Mike Flanagan ,"Ewan McGregor, Rebecca Ferguson, Kyliegh Curran, Cliff Curtis, Carl Lumbly, Zahn McClarnon, Emily Alyn Lind, Bruce Greenwood, Jocelin Donahue","Horror,Thriller,Fantasy",en,"Still irrevocably scarred by the trauma he endured as a child at the Overlook, Dan Torrance has fought to find some semblance of peace. But that peace is shattered when he encounters Abra, a courageous teenager with her own powerful extrasensory gift, known as the 'shine'. Instinctively recognising that Dan shares her power, Abra has sought him out, desperate for his help against the merciless Rose the Hat and her followers.",51.774,2019.0,2 hrs 32 min,Doctor Sleep,7.151,Happy,Horror,Horror
